State,Year,Month,Civilian non-institutional population,Civilian labor force,Employed,Unemployed
Nebraska,1980,5,"1,147,000","769,672","739,307","30,365"
Nevada,1980,5,"602,000","424,107","398,389","25,718"
New Hampshire,1980,5,"681,000","465,966","444,711","21,255"
New Jersey,1980,5,"5,590,000","3,587,806","3,331,022","256,784"
New Mexico,1980,5,"919,000","563,727","521,699","42,028"
New York,1980,5,"13,300,000","7,959,384","7,359,185","600,199"
New York city,1980,5,"5,517,000","3,044,567","2,785,438","259,129"
North Carolina,1980,5,"4,285,000","2,853,707","2,664,880","188,827"
North Dakota,1980,5,"466,000","302,432","287,580","14,852"
Ohio,1980,5,"7,989,000","5,092,410","4,659,273","433,137"
Oklahoma,1980,5,"2,213,000","1,347,660","1,296,860","50,800"
Oregon,1980,5,"1,972,000","1,297,290","1,183,222","114,068"
Pennsylvania,1980,5,"9,041,000","5,436,732","4,991,213","445,519"
Rhode Island,1980,5,"719,000","467,792","434,097","33,695"
South Carolina,1980,5,"2,216,000","1,400,747","1,306,737","94,010"
South Dakota,1980,5,"495,000","335,454","319,262","16,192"
Tennessee,1980,5,"3,395,000","2,076,660","1,924,564","152,096"
Texas,1980,5,"10,185,000","6,720,742","6,366,680","354,062"
Utah,1980,5,"958,000","629,188","591,027","38,161"
Vermont,1980,5,"376,000","249,230","233,738","15,492"
Virginia,1980,5,"3,879,000","2,552,681","2,416,446","136,235"
Washington,1980,5,"3,051,000","1,980,289","1,820,640","159,649"
West Virginia,1980,5,"1,443,000","785,962","712,543","73,419"
Wisconsin,1980,5,"3,471,000","2,346,900","2,186,633","160,267"
Wyoming,1980,5,"334,000","233,776","225,272","8,504"
Alabama,1980,6,"2,828,000","1,667,196","1,513,892","153,304"
Alaska,1980,6,"263,000","188,217","169,468","18,749"
Arizona,1980,6,"1,991,000","1,229,764","1,141,836","87,928"
Arkansas,1980,6,"1,670,000","997,950","919,849","78,101"
California,1980,6,"17,678,000","11,573,267","10,753,605","819,662"
Los Angeles County,1980,6,"5,638,000","3,786,219","3,533,469","252,750"
Colorado,1980,6,"2,125,000","1,492,946","1,403,093","89,853"
Connecticut,1980,6,"2,367,000","1,588,708","1,495,016","93,692"
Delaware,1980,6,"440,000","283,771","261,785","21,986"
District of Columbia,1980,6,"491,000","324,376","301,206","23,170"
Florida,1980,6,"7,599,000","4,250,168","3,985,850","264,318"
Georgia,1980,6,"3,916,000","2,539,209","2,359,875","179,334"
Hawaii,1980,6,"663,000","438,138","416,431","21,707"
Idaho,1980,6,"659,000","427,930","393,420","34,510"
Illinois,1980,6,"8,471,000","5,558,454","5,090,240","468,214"
Indiana,1980,6,"4,013,000","2,632,410","2,355,675","276,735"
Iowa,1980,6,"2,151,000","1,440,224","1,347,450","92,774"
Kansas,1980,6,"1,739,000","1,189,146","1,132,855","56,291"
Kentucky,1980,6,"2,649,000","1,656,061","1,521,195","134,866"
Louisiana,1980,6,"2,979,000","1,771,898","1,655,187","116,711"
Maine,1980,6,"826,000","505,718","466,175","39,543"
Maryland,1980,6,"3,142,000","2,149,860","2,002,474","147,386"
Massachusetts,1980,6,"4,372,000","2,860,928","2,694,852","166,076"
Michigan,1980,6,"6,771,000","4,310,320","3,733,327","576,993"
Minnesota,1980,6,"3,008,000","2,105,989","1,978,697","127,292"
Mississippi,1980,6,"1,770,000","1,057,979","979,313","78,666"
Missouri,1980,6,"3,661,000","2,304,536","2,128,940","175,596"
Montana,1980,6,"574,000","373,517","350,322","23,195"
Nebraska,1980,6,"1,148,000","769,713","737,801","31,912"
Nevada,1980,6,"605,000","426,524","399,399","27,125"
New Hampshire,1980,6,"682,000","466,865","444,367","22,498"
New Jersey,1980,6,"5,595,000","3,590,017","3,323,890","266,127"
New Mexico,1980,6,"921,000","564,255","521,222","43,033"
New York,1980,6,"13,307,000","7,950,541","7,344,270","606,271"
New York city,1980,6,"5,520,000","3,043,918","2,784,699","259,219"
North Carolina,1980,6,"4,291,000","2,854,109","2,656,498","197,611"
North Dakota,1980,6,"467,000","302,771","287,156","15,615"
Ohio,1980,6,"7,992,000","5,102,984","4,639,458","463,526"
Oklahoma,1980,6,"2,217,000","1,369,593","1,298,559","71,034"
Oregon,1980,6,"1,974,000","1,300,781","1,180,965","119,816"
Pennsylvania,1980,6,"9,046,000","5,435,212","4,974,646","460,566"
Rhode Island,1980,6,"719,000","467,600","433,392","34,208"
South Carolina,1980,6,"2,220,000","1,405,080","1,305,250","99,830"
South Dakota,1980,6,"495,000","334,989","318,099","16,890"
Tennessee,1980,6,"3,399,000","2,079,764","1,920,666","159,098"
Texas,1980,6,"10,211,000","6,734,210","6,374,931","359,279"
Utah,1980,6,"961,000","629,777","590,091","39,686"
Vermont,1980,6,"377,000","249,837","233,685","16,152"
Virginia,1980,6,"3,885,000","2,555,824","2,413,978","141,846"
Washington,1980,6,"3,056,000","1,981,097","1,817,107","163,990"
West Virginia,1980,6,"1,444,000","786,255","710,036","76,219"
Wisconsin,1980,6,"3,474,000","2,342,824","2,177,466","165,358"
Wyoming,1980,6,"335,000","234,740","225,919","8,821"
Alabama,1980,7,"2,831,000","1,667,937","1,509,355","158,582"
Alaska,1980,7,"264,000","188,350","169,508","18,842"
Arizona,1980,7,"1,996,000","1,232,887","1,144,482","88,405"
Arkansas,1980,7,"1,671,000","998,471","918,170","80,301"
California,1980,7,"17,709,000","11,597,609","10,761,760","835,849"
Los Angeles County,1980,7,"5,644,000","3,786,902","3,524,104","262,798"
Colorado,1980,7,"2,130,000","1,496,909","1,403,211","93,698"
Connecticut,1980,7,"2,369,000","1,589,608","1,493,205","96,403"
Delaware,1980,7,"440,000","284,258","261,720","22,538"
District of Columbia,1980,7,"491,000","323,381","299,392","23,989"
Florida,1980,7,"7,624,000","4,265,523","3,995,287","270,236"
Georgia,1980,7,"3,924,000","2,543,148","2,362,206","180,942"
Hawaii,1980,7,"664,000","438,980","416,906","22,074"
Idaho,1980,7,"660,000","426,943","392,269","34,674"
Illinois,1980,7,"8,476,000","5,563,157","5,079,298","483,859"
Indiana,1980,7,"4,015,000","2,625,980","2,347,010","278,970"
Iowa,1980,7,"2,152,000","1,440,110","1,343,351","96,759"
Kansas,1980,7,"1,740,000","1,188,788","1,131,368","57,420"
Kentucky,1980,7,"2,651,000","1,661,210","1,521,017","140,193"
Louisiana,1980,7,"2,984,000","1,776,489","1,658,877","117,612"
Maine,1980,7,"826,000","505,709","465,534","40,175"
Maryland,1980,7,"3,146,000","2,151,888","2,003,103","148,785"
Massachusetts,1980,7,"4,376,000","2,864,854","2,697,568","167,286"
Michigan,1980,7,"6,772,000","4,308,289","3,723,064","585,225"
Minnesota,1980,7,"3,011,000","2,107,734","1,978,800","128,934"
Mississippi,1980,7,"1,772,000","1,057,986","977,286","80,700"
Missouri,1980,7,"3,663,000","2,308,303","2,127,957","180,346"
Montana,1980,7,"575,000","373,454","349,883","23,571"
Nebraska,1980,7,"1,149,000","769,807","736,871","32,936"
Nevada,1980,7,"607,000","429,402","401,245","28,157"
New Hampshire,1980,7,"684,000","467,525","444,266","23,259"
New Jersey,1980,7,"5,601,000","3,592,391","3,320,135","272,256"
New Mexico,1980,7,"923,000","565,099","521,097","44,002"
New York,1980,7,"13,313,000","7,948,491","7,339,732","608,759"
New York city,1980,7,"5,524,000","3,044,898","2,785,746","259,152"
North Carolina,1980,7,"4,297,000","2,854,497","2,652,401","202,096"
North Dakota,1980,7,"467,000","303,167","287,004","16,163"
Ohio,1980,7,"7,996,000","5,108,231","4,627,034","481,197"
Oklahoma,1980,7,"2,221,000","1,379,698","1,302,776","76,922"
Oregon,1980,7,"1,976,000","1,303,015","1,180,658","122,357"
Pennsylvania,1980,7,"9,051,000","5,434,145","4,965,494","468,651"
Rhode Island,1980,7,"720,000","467,780","433,114","34,666"
South Carolina,1980,7,"2,223,000","1,408,953","1,304,891","104,062"
South Dakota,1980,7,"495,000","334,519","317,218","17,301"
Tennessee,1980,7,"3,402,000","2,083,250","1,919,052","164,198"
Texas,1980,7,"10,238,000","6,750,256","6,389,170","361,086"
Utah,1980,7,"963,000","630,325","589,294","41,031"
Vermont,1980,7,"377,000","250,502","233,845","16,657"
Virginia,1980,7,"3,891,000","2,559,825","2,415,524","144,301"
Washington,1980,7,"3,062,000","1,982,830","1,815,640","167,190"
West Virginia,1980,7,"1,445,000","786,534","708,237","78,297"
Wisconsin,1980,7,"3,478,000","2,337,303","2,170,932","166,371"
Wyoming,1980,7,"336,000","235,896","226,677","9,219"
Alabama,1980,8,"2,834,000","1,669,058","1,507,746","161,312"
Alaska,1980,8,"265,000","188,274","169,521","18,753"
Arizona,1980,8,"2,000,000","1,235,500","1,148,049","87,451"
Arkansas,1980,8,"1,673,000","998,968","917,525","81,443"
California,1980,8,"17,740,000","11,617,932","10,777,266","840,666"
Los Angeles County,1980,8,"5,650,000","3,785,260","3,515,941","269,319"
Colorado,1980,8,"2,135,000","1,499,791","1,404,052","95,739"
Connecticut,1980,8,"2,372,000","1,590,171","1,492,055","98,116"
Delaware,1980,8,"441,000","284,612","261,815","22,797"
District of Columbia,1980,8,"491,000","321,937","297,113","24,824"
Florida,1980,8,"7,649,000","4,284,306","4,010,715","273,591"
Georgia,1980,8,"3,932,000","2,544,345","2,367,733","176,612"
Hawaii,1980,8,"665,000","440,007","417,587","22,420"
Idaho,1980,8,"661,000","426,298","391,989","34,309"
Illinois,1980,8,"8,481,000","5,565,343","5,072,084","493,259"
Indiana,1980,8,"4,016,000","2,618,303","2,343,744","274,559"
Iowa,1980,8,"2,152,000","1,438,558","1,340,376","98,182"
Kansas,1980,8,"1,741,000","1,187,908","1,130,382","57,526"
Kentucky,1980,8,"2,653,000","1,666,376","1,522,074","144,302"
Louisiana,1980,8,"2,989,000","1,784,225","1,664,297","119,928"
Maine,1980,8,"827,000","505,821","465,366","40,455"
Maryland,1980,8,"3,151,000","2,153,167","2,004,785","148,382"
Massachusetts,1980,8,"4,379,000","2,869,537","2,702,628","166,909"
Michigan,1980,8,"6,773,000","4,303,754","3,723,165","580,589"
Minnesota,1980,8,"3,014,000","2,109,097","1,980,276","128,821"
Mississippi,1980,8,"1,774,000","1,058,215","975,693","82,522"
Missouri,1980,8,"3,665,000","2,311,276","2,129,526","181,750"
Montana,1980,8,"575,000","374,052","350,201","23,851"
Nebraska,1980,8,"1,149,000","769,935","736,593","33,342"
Nevada,1980,8,"609,000","432,623","403,757","28,866"
New Hampshire,1980,8,"685,000","468,063","444,572","23,491"
New Jersey,1980,8,"5,606,000","3,594,277","3,319,652","274,625"
New Mexico,1980,8,"924,000","566,313","521,481","44,832"
New York,1980,8,"13,320,000","7,950,512","7,343,684","606,828"
New York city,1980,8,"5,527,000","3,046,756","2,787,904","258,852"
North Carolina,1980,8,"4,304,000","2,854,310","2,652,660","201,650"
North Dakota,1980,8,"468,000","303,682","287,255","16,427"
Ohio,1980,8,"7,999,000","5,107,295","4,622,645","484,650"
Oklahoma,1980,8,"2,225,000","1,386,392","1,309,266","77,126"
Oregon,1980,8,"1,979,000","1,304,154","1,182,539","121,615"
Pennsylvania,1980,8,"9,056,000","5,432,680","4,964,613","468,067"
Rhode Island,1980,8,"720,000","468,335","433,385","34,950"
South Carolina,1980,8,"2,227,000","1,411,821","1,305,901","105,920"
South Dakota,1980,8,"496,000","334,214","316,748","17,466"
Tennessee,1980,8,"3,406,000","2,085,926","1,918,848","167,078"
Texas,1980,8,"10,264,000","6,770,147","6,409,449","360,698"
Utah,1980,8,"965,000","631,044","588,968","42,076"
Vermont,1980,8,"378,000","251,158","234,261","16,897"
Virginia,1980,8,"3,897,000","2,563,299","2,420,229","143,070"
Washington,1980,8,"3,067,000","1,985,454","1,816,466","168,988"
West Virginia,1980,8,"1,446,000","786,805","707,215","79,590"
Wisconsin,1980,8,"3,481,000","2,367,215","2,167,116","200,099"
Wyoming,1980,8,"337,000","237,211","227,566","9,645"
Alabama,1980,9,"2,837,000","1,670,565","1,508,703","161,862"
Alaska,1980,9,"266,000","188,161","169,583","18,578"
Arizona,1980,9,"2,005,000","1,237,586","1,152,188","85,398"
Arkansas,1980,9,"1,674,000","999,684","917,880","81,804"
California,1980,9,"17,772,000","11,634,855","10,797,596","837,259"
Los Angeles County,1980,9,"5,656,000","3,781,768","3,510,184","271,584"
Colorado,1980,9,"2,140,000","1,501,571","1,405,392","96,179"
Connecticut,1980,9,"2,374,000","1,590,016","1,491,329","98,687"
Delaware,1980,9,"441,000","284,831","262,051","22,780"
District of Columbia,1980,9,"491,000","320,230","294,657","25,573"
Florida,1980,9,"7,674,000","4,305,153","4,030,260","274,893"
Georgia,1980,9,"3,939,000","2,544,060","2,375,571","168,489"
Hawaii,1980,9,"666,000","441,210","418,478","22,732"
Idaho,1980,9,"662,000","426,049","392,502","33,547"
Illinois,1980,9,"8,486,000","5,564,825","5,067,712","497,113"
Indiana,1980,9,"4,018,000","2,611,600","2,345,679","265,921"
Iowa,1980,9,"2,153,000","1,435,711","1,338,434","97,277"
Kansas,1980,9,"1,743,000","1,186,749","1,129,911","56,838"
Kentucky,1980,9,"2,655,000","1,671,022","1,524,109","146,913"
Louisiana,1980,9,"2,995,000","1,794,228","1,670,676","123,552"
Maine,1980,9,"828,000","506,054","465,609","40,445"
Maryland,1980,9,"3,155,000","2,154,127","2,007,141","146,986"
Massachusetts,1980,9,"4,383,000","2,874,639","2,709,016","165,623"
Michigan,1980,9,"6,774,000","4,297,324","3,730,008","567,316"
Minnesota,1980,9,"3,017,000","2,110,309","1,982,987","127,322"
Mississippi,1980,9,"1,776,000","1,058,726","974,623","84,103"
Missouri,1980,9,"3,667,000","2,313,114","2,132,473","180,641"
Montana,1980,9,"576,000","375,323","351,274","24,049"
Nebraska,1980,9,"1,150,000","770,080","736,857","33,223"
Nevada,1980,9,"612,000","435,990","406,621","29,369"
New Hampshire,1980,9,"686,000","468,704","445,358","23,346"
New Jersey,1980,9,"5,612,000","3,595,870","3,321,581","274,289"
New Mexico,1980,9,"926,000","567,884","522,472","45,412"
New York,1980,9,"13,327,000","7,955,340","7,352,626","602,714"
New York city,1980,9,"5,531,000","3,049,215","2,790,388","258,827"
North Carolina,1980,9,"4,310,000","2,854,335","2,656,712","197,623"
North Dakota,1980,9,"468,000","304,357","287,929","16,428"
Ohio,1980,9,"8,003,000","5,102,881","4,624,726","478,155"
Oklahoma,1980,9,"2,229,000","1,391,711","1,317,270","74,441"
Oregon,1980,9,"1,981,000","1,305,095","1,186,127","118,968"
Pennsylvania,1980,9,"9,061,000","5,431,067","4,970,997","460,070"
Rhode Island,1980,9,"721,000","469,188","434,224","34,964"
South Carolina,1980,9,"2,231,000","1,413,654","1,308,192","105,462"
South Dakota,1980,9,"496,000","334,211","316,700","17,511"
Tennessee,1980,9,"3,409,000","2,087,377","1,918,932","168,445"
Texas,1980,9,"10,291,000","6,794,147","6,434,553","359,594"
Utah,1980,9,"968,000","632,024","589,327","42,697"
Vermont,1980,9,"378,000","251,765","234,941","16,824"
Virginia,1980,9,"3,903,000","2,566,104","2,426,603","139,501"
Washington,1980,9,"3,073,000","1,988,450","1,819,049","169,401"
West Virginia,1980,9,"1,447,000","787,192","706,912","80,280"
Wisconsin,1980,9,"3,484,000","2,371,442","2,165,976","205,466"
Wyoming,1980,9,"338,000","238,627","228,604","10,023"
Alabama,1980,10,"2,840,000","1,672,526","1,511,190","161,336"
Alaska,1980,10,"266,000","188,134","169,766","18,368"
Arizona,1980,10,"2,010,000","1,239,163","1,156,406","82,757"
Arkansas,1980,10,"1,675,000","1,000,852","918,918","81,934"
California,1980,10,"17,803,000","11,650,624","10,819,086","831,538"
Los Angeles County,1980,10,"5,662,000","3,777,134","3,506,779","270,355"
Colorado,1980,10,"2,145,000","1,502,766","1,407,086","95,680"
Connecticut,1980,10,"2,377,000","1,589,200","1,490,756","98,444"
Delaware,1980,10,"441,000","284,997","262,376","22,621"
District of Columbia,1980,10,"490,000","318,441","292,277","26,164"
Florida,1980,10,"7,699,000","4,326,666","4,050,961","275,705"
Georgia,1980,10,"3,947,000","2,544,513","2,384,012","160,501"
Hawaii,1980,10,"667,000","442,501","419,530","22,971"
Idaho,1980,10,"663,000","426,192","393,577","32,615"
Illinois,1980,10,"8,491,000","5,563,804","5,065,969","497,835"
Indiana,1980,10,"4,020,000","2,607,816","2,351,170","256,646"
Iowa,1980,10,"2,154,000","1,432,197","1,337,203","94,994"
Kansas,1980,10,"1,744,000","1,185,780","1,129,980","55,800"
Kentucky,1980,10,"2,657,000","1,674,604","1,526,711","147,893"
Louisiana,1980,10,"3,000,000","1,805,058","1,676,924","128,134"
Maine,1980,10,"829,000","506,426","466,121","40,305"
Maryland,1980,10,"3,159,000","2,155,411","2,009,648","145,763"
Massachusetts,1980,10,"4,387,000","2,879,871","2,715,390","164,481"
Michigan,1980,10,"6,776,000","4,291,210","3,738,369","552,841"
Minnesota,1980,10,"3,020,000","2,111,880","1,986,380","125,500"
Mississippi,1980,10,"1,778,000","1,059,377","973,690","85,687"
Missouri,1980,10,"3,670,000","2,313,757","2,135,311","178,446"
Montana,1980,10,"577,000","377,080","352,895","24,185"
Nebraska,1980,10,"1,151,000","770,206","737,409","32,797"
Nevada,1980,10,"614,000","439,262","409,424","29,838"
New Hampshire,1980,10,"687,000","469,562","446,459","23,103"
New Jersey,1980,10,"5,617,000","3,597,263","3,324,282","272,981"
New Mexico,1980,10,"928,000","569,630","523,924","45,706"
New York,1980,10,"13,334,000","7,963,137","7,362,102","601,035"
New York city,1980,10,"5,534,000","3,053,282","2,792,661","260,621"
North Carolina,1980,10,"4,316,000","2,855,809","2,663,213","192,596"
North Dakota,1980,10,"469,000","305,160","288,874","16,286"
Ohio,1980,10,"8,007,000","5,099,065","4,629,925","469,140"
Oklahoma,1980,10,"2,233,000","1,395,914","1,325,857","70,057"
Oregon,1980,10,"1,983,000","1,307,141","1,190,401","116,740"
Pennsylvania,1980,10,"9,066,000","5,430,709","4,981,863","448,846"
Rhode Island,1980,10,"722,000","470,236","435,498","34,738"
South Carolina,1980,10,"2,235,000","1,415,217","1,311,250","103,967"
South Dakota,1980,10,"496,000","334,519","316,966","17,553"
Tennessee,1980,10,"3,413,000","2,088,043","1,918,198","169,845"
Texas,1980,10,"10,318,000","6,821,438","6,461,970","359,468"
Utah,1980,10,"970,000","633,225","590,338","42,887"
Vermont,1980,10,"378,000","252,301","235,814","16,487"
Virginia,1980,10,"3,909,000","2,568,839","2,432,785","136,054"
Washington,1980,10,"3,078,000","1,991,647","1,822,229","169,418"
West Virginia,1980,10,"1,448,000","787,733","707,411","80,322"
Wisconsin,1980,10,"3,487,000","2,369,758","2,166,836","202,922"
Wyoming,1980,10,"339,000","240,067","229,753","10,314"
Alabama,1980,11,"2,843,000","1,674,692","1,514,019","160,673"
Alaska,1980,11,"267,000","188,256","170,140","18,116"
Arizona,1980,11,"2,015,000","1,240,750","1,160,692","80,058"
Arkansas,1980,11,"1,677,000","1,002,807","920,512","82,295"
California,1980,11,"17,834,000","11,668,969","10,841,456","827,513"
Los Angeles County,1980,11,"5,668,000","3,772,636","3,505,616","267,020"
Colorado,1980,11,"2,150,000","1,504,370","1,409,635","94,735"
Connecticut,1980,11,"2,379,000","1,588,280","1,490,501","97,779"
Delaware,1980,11,"442,000","285,205","262,774","22,431"
District of Columbia,1980,11,"490,000","316,755","290,204","26,551"
Florida,1980,11,"7,724,000","4,349,575","4,072,794","276,781"
Georgia,1980,11,"3,955,000","2,547,632","2,392,357","155,275"
Hawaii,1980,11,"668,000","443,761","420,645","23,116"
Idaho,1980,11,"664,000","426,722","394,996","31,726"
Illinois,1980,11,"8,496,000","5,565,128","5,068,386","496,742"
Indiana,1980,11,"4,022,000","2,608,148","2,358,634","249,514"
Iowa,1980,11,"2,155,000","1,428,973","1,336,637","92,336"
Kansas,1980,11,"1,745,000","1,185,498","1,130,761","54,737"
Kentucky,1980,11,"2,659,000","1,676,816","1,529,501","147,315"
Louisiana,1980,11,"3,005,000","1,815,765","1,682,706","133,059"
